localId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,description,imageUrls,imageCount,registrationDocument,kzEvidence,status,reviewReasons,sourcePageUrl
vosk-modelirov-krasnyy-belovaks-m-vladmiva-55g,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС моделировочный,00000023939,00000023939 | 00000025998 | 00000021846 | 00000025920,Высокая текучесть/55 г=00000023939 | низкая текучесть/55 г=00000025998 | Средняя текучесть/55 г=00000021846 | Три типа текучести/55 г=00000025920,4,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/eec/nbtd05ywn1prdvpygnx82owo2i9wmqtd.jpg | https://www.vladmiva.ru/upload/iblock/ef9/yylsossrn3a8963frc9pjxzugfczp3bx.jpg | https://www.vladmiva.ru/upload/iblock/ea5/z0ng2wwtrwjlxocg16bqiwm15lpxhnqj.jpg | https://www.vladmiva.ru/upload/iblock/264/k2xnnmpnr21zhatv16231z1sn4hl7rsx.jpg,4,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-modelirov-krasnyy-belovaks-m-vladmiva-55g/
vosk-pogruzhnoy-belovaks-150-g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС погружной/150 г,00000022287,00000022287,,1,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 20079391-059-45814830-2001,https://www.vladmiva.ru/upload/iblock/edd/imk6v0lujf0916r02zudybn64nl2pivf.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-pogruzhnoy-belovaks-150-g-vmv/
beloform-zhid-1l-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОФОРМ,00000005022,00000005022 | 00000005098 | 00000005015 | 00000004868 | 00000004599,1 л=00000005022 | 160 г + 38 мл=00000005098 | 160 г х 32 шт=00000005015 | 25 кг=00000004868 | 5 л=00000004599,5,Стоматология > Стоматологические материалы > Зуботехнические > Вспомогательные,"Материал формовочный для изготовления огнеупорных моделей и литейных форм каркасов зубных протезов из кобальто-хромовых, серебряно-палладиевых и других благородных сплавов «Белоформ» по ТУ 9391-069-45814830-2004",https://www.vladmiva.ru/upload/iblock/9e1/0imcjrrwpshjmwc2680v22ysi7y7i0bu.jpg | https://www.vladmiva.ru/upload/iblock/602/k3huzkx7uoi1hdy7i5d33otohj8jifno.jpg | https://www.vladmiva.ru/upload/iblock/ecd/bwdzys63x136064hiwok3gg1n12ri5gx.jpg | https://www.vladmiva.ru/upload/iblock/7ba/0ge5v8b5hl0sdtw7zgil3yx92ilm9ieh.jpg,4,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D1%84%D0%BE%D1%80%D0%BC-%D0%A0%D0%A32009-05521-26-09-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/vspomogatelnye2/beloform-zhid-1l-vladmiva/
beloform-komplekt-poroshok0-160kg-32sht-1l-zhidk-d-otlivki-koronok-i-mostov-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,"БЕЛОФОРМ/для отливки коронок и мостов/160 г х 32 шт+1,0 л",00000063461,00000063461,,1,Стоматология > Стоматологические материалы > Зуботехнические > Вспомогательные,"Материал формовочный для изготовления огнеупорных моделей и литейных форм каркасов зубных протезов из кобальто-хромовых, серебряно-палладиевых и других благородных сплавов «Белоформ» по ТУ 9391-069-45814830-2004",https://www.vladmiva.ru/upload/iblock/e3d/z99rglncmgfubcmymitjgav04cf9s1kh.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D1%84%D0%BE%D1%80%D0%BC-%D0%A0%D0%A32009-05521-26-09-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/vspomogatelnye2/beloform-komplekt-poroshok0-160kg-32sht-1l-zhidk-d-otlivki-koronok-i-mostov-vladmiva/
beloform-poroshok-0-160kg-12sht-0-4lzhid-ok-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОФОРМ/комплект,00000005135,00000005135 | 00000005098,Порошок 160г х 12шт/Жидкость 400мл=00000005135 | Порошок 160г х 12шт/Жидкость 38мл=00000005098,2,Стоматология > Стоматологические материалы > Зуботехнические > Вспомогательные,"Материал формовочный для изготовления огнеупорных моделей и литейных форм каркасов зубных протезов из кобальто-хромовых, серебряно-палладиевых и других благородных сплавов «Белоформ» по ТУ 9391-069-45814830-2004",https://www.vladmiva.ru/upload/iblock/846/58dghyyozqwmufiwe9g2ra5hwv8p4r4u.jpg | https://www.vladmiva.ru/upload/iblock/b43/ow4lyk6i9o328z9dfwduskwhyhzu1jue.jpg,2,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D1%84%D0%BE%D1%80%D0%BC-%D0%A0%D0%A32009-05521-26-09-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/vspomogatelnye2/beloform-poroshok-0-160kg-12sht-0-4lzhid-ok-vladmiva/
belakril-m-zhidkost-150-ml-vmv-monomer-akr-7,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М /жидкость/150 мл,00000044903,00000044903,,1,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/68f/8grqag5y2xhwho4cnyo3tvtcvq7tcy7f.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-zhidkost-150-ml-vmv-monomer-akr-7/
belakril-m-go-zhidkost-1l-vmv-monomer-f-e,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО /жидкость,00000043522,00000043522 | 00000044902 | 00000067673,"1,0 л=00000043522 | 150 мг=00000044902 | 500 мг=00000067673",3,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/6c4/oliv4n42p8y7cbz87ctresxra6fo3mz9.jpg | https://www.vladmiva.ru/upload/iblock/013/jut94mrwh460s28hvn8es24p9slzfq61.jpg | https://www.vladmiva.ru/upload/iblock/8f8/gg8pf3t1jig91ac8bpg7o0v9qf33twvx.jpg,3,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-zhidkost-1l-vmv-monomer-f-e/
belakril-m-go-s-10-por-40gkh2-zhidk-40g,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО С,00000075279,00000075279 | 00000075280 | 00000075281 | 00000075282 | 00000075283 | 00000075285 | 00000075286 | 00000075284 | 00000067681,№10/40 г х 2 + 40 г=00000075279 | №12/40 г х 2 + 40 г=00000075280 | №14/40 г х 2 + 40 г=00000075281 | №16/40 г х 2 + 40 г=00000075282 | №19/40 г х 2 + 40 г=00000075283 | №20/40 г х 2 + 40 г=00000075285 | №24/40 г х 2 + 40 г=00000075286 | №6/40 г х 2 + 40 г=00000075284 | набор=00000067681,9,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/462/3bbvahv9gpqd4sqz9cuu1afwvuvio62k.jpg | https://www.vladmiva.ru/upload/iblock/38d/ctap3i8d31qkztj4lykwzy0bf255hkj7.jpg | https://www.vladmiva.ru/upload/iblock/65a/n419up8glzw0ds22ggjmybmwbv8i9tjt.jpg | https://www.vladmiva.ru/upload/iblock/c42/dvlwq2q7281ej8b0nya0nqv490izvr36.jpg | https://www.vladmiva.ru/upload/iblock/50a/p98uyccaahywihxrtvuuofs6li9z2j67.jpg,5,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-s-10-por-40gkh2-zhidk-40g/
belakril-m-go-s-zhidkost-150ml-vmv-dlya-sinmy,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО С/жидкость/150г,00000058773,00000058773,,1,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/d93/p0pkv49lgkq31vdtwtzlr08l5vt5n76q.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-s-zhidkost-150ml-vmv-dlya-sinmy/
belakril-m-go-tempo-a1-nabor80g-zhidk-40ml-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО ТЕМПО,00000079349,00000079349 | 00000067677 | 00000067678 | 00000068956 | 00000075256 | 00000075257 | 00000078515,"А 1/80 г + 40 мл=00000079349 | А 2/80 г + 40 мл=00000067677 | А 3,5/80 г + 40 мл=00000067678 | А 3/80 г + 40 мл=00000068956 | А 4/80 г + 40 мл=00000075256 | С 2/80 г + 40 мл=00000075257 | С 4/80 г + 40 мл=00000078515",7,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,HTML: Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/287/famv6rrxo0lgvjk417nx1hoszg1musg7.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-tempo-a1-nabor80g-zhidk-40ml-vmv/
belakril-m-go-poroshok-bestsvetnyy-300g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО/бесцветная,00000066235,00000066235 | 00000045540 | 00000080072,300 г=00000066235 | 300 г + 150 г=00000045540 | 750 г + 400 мл=00000080072,3,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/8df/tcagtdo9u6g4o1swxq5kcawgy1ay4663.jpg | https://www.vladmiva.ru/upload/iblock/318/i136accjtxgk4t2ifg8fnfsr9i0b7f08.png | https://www.vladmiva.ru/upload/iblock/d16/4lck3ureki11fg6axp2ssf1f40xhrwls.jpg | https://www.vladmiva.ru/upload/iblock/14a/se6m0in28vvq2o7p5a5tioz2zxtzz21d.jpg,4,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-poroshok-bestsvetnyy-300g-vmv/
belakril-m-go-opak-rozovaya-s-prozhilkami-nabor-300g-150g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО/опаковая розовая с прожилками,00000045531,00000045531 | 00000067116,300 г+ 150 г=00000045531 | 750 г + 400 мл=00000067116,2,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/ad4/gtv3xx3caid6z4mz96ozwmg1p8ar2zf0.jpg | https://www.vladmiva.ru/upload/iblock/b46/ofgz1imy65cjrbvnmkvbn9zu60492h75.png | https://www.vladmiva.ru/upload/iblock/d53/l46srjf5g8bbj4etwb6w8piywmsl11jl.jpg | https://www.vladmiva.ru/upload/iblock/ac4/vgct28dqj4f6x00c1233tuv2nb0ynht3.jpg,4,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-opak-rozovaya-s-prozhilkami-nabor-300g-150g-vmv/
belakril-m-go-poroshok-p-prozrachnyy-1000g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО/полупрозрачная розовая с прожилками,00000073286,00000073286 | 00000043520 | 00000045532 | 00000067182,1000 г=00000073286 | 300 г=00000043520 | 300 г + 150 г=00000045532 | 750 г + 400 мл=00000067182,4,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/46e/v53cgjqsnzurlubaixdk0fb1y1xqzxj3.png,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-poroshok-p-prozrachnyy-1000g-vmv/
belakril-m-go-prozrach-rozovaya-s-prozhilkami-nabor-300g-150g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ГО/прозрачная розовая с прожилками,00000043379,00000043379 | 00000067117,300 г + 150 г=00000043379 | 750 г + 400 мл=00000067117,2,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/1a9/7ni6njy2wh72igmguqa9uxw60pngc3ec.jpg | https://www.vladmiva.ru/upload/iblock/d53/l46srjf5g8bbj4etwb6w8piywmsl11jl.jpg,2,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-go-prozrach-rozovaya-s-prozhilkami-nabor-300g-150g-vmv/
belakril-m-kho-poroshok-300g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ХО /полупрозрачная розовая с прожилками,00000043377,00000043377 | 00000043523,160 г + 100 г + 50 г=00000043377 | 300 г=00000043523,2,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/d71/jawcdvu28hegrisu750h35t4di4xvyub.jpg | https://www.vladmiva.ru/upload/iblock/c6b/opji2alnwkl7j6fdgpx1benppzlx30yq.jpg,2,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-kho-poroshok-300g-vmv/
belakril-m-kho-vk-nabor-a1-a3-a4-por-3kh20g-zhidk-40ml-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,"БЕЛАКРИЛ - М ХО ВК/набор/А1, А3, А4/3х20 г + 40 мл",00000067683,00000067683,,1,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/a2b/i4tbdem6nd4h1mso3ykchw27py5l0k84.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-kho-vk-nabor-a1-a3-a4-por-3kh20g-zhidk-40ml-vladmiva/
belakril-m-kho-sp-por-150g-zhidk-75ml-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ХО СП,00000067674,00000067674 | 00000067672 | 00000094911,150 г + 75 мл=00000067674 | 500 г + 300 мл=00000067672 | 300 мл=00000094911,3,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/5b8/oxt8agjx1fo8viklebkngutnbcn2dvkh.jpg | https://www.vladmiva.ru/upload/iblock/536/17m5zi6t46r2xqxjpguzeqgsywpee4rd.jpg | https://www.vladmiva.ru/upload/iblock/9ff/e9hswmilqmri6uvf46l3o3getybb46mj.jpg,3,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-kho-sp-por-150g-zhidk-75ml-vladmiva/
belakril-m-kho-zhidkost-1l-vmv-monomer-p,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛАКРИЛ - М ХО/жидкость,00000043417,00000043417 | 00000044869 | 00000067675,"1,0 л=00000043417 | 150 мл=00000044869 | 500 мл=00000067675",3,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/e40/mj63zyjaoz0ohgasl3bhg7tmeh4svrg3.jpg | https://www.vladmiva.ru/upload/iblock/398/4copm1xmhc54o4o1wojgo51c0hiy9kz4.jpg | https://www.vladmiva.ru/upload/iblock/782/kiy40nk53nd7v1a8ry26tx74836q0oin.jpg,3,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-kho-zhidkost-1l-vmv-monomer-p/
belakril-m-zhidkost-1l-vmv-monomer-akr-7_1,ВладМиВа,АО «ОЭЗ «ВладМиВа»,"БЕЛАКРИЛ - М/жидкость/1,0 л",00000046949,00000046949,,1,Стоматология > Стоматологические материалы > Зуботехнические > Пластмассы,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/815/a05iwq2ui7311tbcriagn8qqgm5acet4.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/plastmassy/belakril-m-zhidkost-1l-vmv-monomer-akr-7_1/
